yearID,franchID,lgID,divID,parkID,lgIDST,parkIDST,teamName,location,nickname,teamAbrFG,teamAbrBR,teamAbrLahman,teamAbrLahman45,teamAbrRetro,teamAbrMLB,teamCodeMLB
1926,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1926,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1926,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1926,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1926,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1926,8,NL,,NYC15,,,Brooklyn Robins,Brooklyn,Robins,BRO,BRO,BRO,BRO,BRO,BRO,bro
1926,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1926,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1926,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1926,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1926,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1926,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1926,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1926,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1927,1,NL,,BOS08,,,Boston Braves,Boston,Braves,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1927,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1927,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1927,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1927,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1927,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1927,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1927,8,NL,,NYC15,,,Brooklyn Robins,Brooklyn,Robins,BRO,BRO,BRO,BRO,BRO,BRO,bro
1927,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1927,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1927,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1927,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1927,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1927,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1927,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1927,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1928,1,NL,,BOS08,,,Boston Braves,Boston,Braves,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1928,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1928,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1928,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1928,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1928,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1928,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1928,8,NL,,NYC15,,,Brooklyn Robins,Brooklyn,Robins,BRO,BRO,BRO,BRO,BRO,BRO,bro
1928,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1928,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1928,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1928,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1928,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1928,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1928,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1928,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1929,1,NL,,BOS08,,,Boston Braves,Boston,Braves,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1929,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1929,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1929,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1929,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1929,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1929,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1929,8,NL,,NYC15,,,Brooklyn Robins,Brooklyn,Robins,BRO,BRO,BRO,BRO,BRO,BRO,bro
1929,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1929,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1929,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1929,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1929,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1929,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1929,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1929,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1930,1,NL,,BOS08,,,Boston Braves,Boston,Braves,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1930,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1930,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1930,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1930,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1930,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1930,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1930,8,NL,,NYC15,,,Brooklyn Robins,Brooklyn,Robins,BRO,BRO,BRO,BRO,BRO,BRO,bro
1930,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1930,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1930,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1930,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1930,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1930,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1930,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1930,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1931,1,NL,,BOS08,,,Boston Braves,Boston,Braves,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1931,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1931,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1931,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1931,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1931,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1931,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1931,8,NL,,NYC15,,,Brooklyn Robins,Brooklyn,Robins,BRO,BRO,BRO,BRO,BRO,BRO,bro
1931,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1931,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1931,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1931,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1931,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1931,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1931,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1931,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1932,1,NL,,BOS08,,,Boston Braves,Boston,Braves,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1932,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1932,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1932,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1932,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1932,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1932,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1932,8,NL,,NYC15,,,Brooklyn Dodgers,Brooklyn,Dodgers,BRO,BRO,BRO,BRO,BRO,BRO,bro
1932,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1932,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1932,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1932,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1932,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1932,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1932,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1932,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1933,1,NL,,BOS08,,,Boston Braves,Boston,Braves,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1933,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1933,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1933,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1933,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1933,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1933,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1933,8,NL,,NYC15,,,Brooklyn Dodgers,Brooklyn,Dodgers,BRO,BRO,BRO,BRO,BRO,BRO,bro
1933,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1933,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1933,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1933,12,AL,,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1933,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1933,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1933,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1933,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1934,1,NL,,BOS08,,,Boston Braves,Boston,Braves,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1934,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1934,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1934,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1934,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1934,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1934,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1934,8,NL,,NYC15,,,Brooklyn Dodgers,Brooklyn,Dodgers,BRO,BRO,BRO,BRO,BRO,BRO,bro
1934,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1934,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1934,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1934,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1934,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1934,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1934,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1934,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1935,1,NL,,BOS08,,,Boston Braves,Boston,Braves,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1935,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1935,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1935,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1935,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1935,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1935,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1935,8,NL,,NYC15,,,Brooklyn Dodgers,Brooklyn,Dodgers,BRO,BRO,BRO,BRO,BRO,BRO,bro
1935,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1935,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1935,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1935,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1935,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1935,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1935,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1935,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1936,1,NL,,BOS08,,,Boston Bees,Boston,Bees,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1936,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1936,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1936,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1936,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1936,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1936,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1936,8,NL,,NYC15,,,Brooklyn Dodgers,Brooklyn,Dodgers,BRO,BRO,BRO,BRO,BRO,BRO,bro
1936,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1936,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1936,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1936,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1936,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1936,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1936,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1936,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1937,1,NL,,BOS08,,,Boston Bees,Boston,Bees,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1937,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1937,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1937,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1937,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1937,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1937,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1937,8,NL,,NYC15,,,Brooklyn Dodgers,Brooklyn,Dodgers,BRO,BRO,BRO,BRO,BRO,BRO,bro
1937,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1937,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1937,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1937,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1937,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1937,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1937,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1937,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1938,1,NL,,BOS08,,,Boston Bees,Boston,Bees,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1938,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1938,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1938,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1938,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1938,6,NL,,PHI11,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1938,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1938,8,NL,,NYC15,,,Brooklyn Dodgers,Brooklyn,Dodgers,BRO,BRO,BRO,BRO,BRO,BRO,bro
1938,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1938,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1938,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1938,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1938,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1938,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1938,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1938,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1939,1,NL,,BOS08,,,Boston Bees,Boston,Bees,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1939,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1939,3,NL,,CIN07,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1939,4,NL,,PIT06,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1939,5,NL,,STL07,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1939,6,NL,,PHI11,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1939,7,NL,,NYC14,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1939,8,NL,,NYC15,,,Brooklyn Dodgers,Brooklyn,Dodgers,BRO,BRO,BRO,BRO,BRO,BRO,bro
1939,9,AL,,STL07,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1939,10,AL,,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1939,11,AL,,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1939,12,AL,,CLE06,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1939,13,AL,,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1939,14,AL,,WAS09,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1939,15,AL,,PHI11,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1939,16,AL,,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1940,1,NL,,BOS08,,,Boston Bees,Boston,Bees,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1940,2,NL,,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
